time,open,high,low,close
1726745400,62475,62562.4,62462.4,62540.2
1726746300,62540.2,62682.4,62501.1,62614.7
1726747200,62614.7,63198.9,62576.5,62947.9
1726748100,62947.9,63078.6,62830.8,62854.5
1726749000,62854.5,63034.3,62813.5,62830.3
1726749900,62830.3,62943.4,62719.5,62904.5
1726750800,62904.5,63260.1,62831.3,63208.6
1726751700,63208.6,63348.9,63018.2,63240.3
1726752600,63240.3,63263.8,62896.2,62896.2
1726753500,62896.2,63037,62676,63016.7
1726754400,63016.7,63400,62979,63262.9
1726755300,63262.9,63368.2,63108.7,63308.8
1726756200,63308.8,63488.7,63179.1,63198.1
1726757100,63198.1,63198.1,62871.2,62916.9
1726758000,62916.9,63125.2,62812,63058.5
1726758900,63058.5,63181.4,62958.8,63176.4
1726759800,63176.4,63246,63066.2,63217.4
1726760700,63217.4,63329.6,63108.4,63128.1
1726761600,63128.1,63322,62920.8,63056.7
1726762500,63056.7,63296.9,63001.6,63282.9
1726763400,63282.9,63467.9,63215.6,63381.4
1726764300,63381.4,63668.7,63345.2,63538
1726765200,63538,63777,63409,63411.2
1726766100,63411.2,63549.8,63259.2,63364.1
1726767000,63364.1,63822.3,63339.3,63802.6
1726767900,63802.6,63832.9,63649.9,63686.3
1726768800,63686.3,63760.5,63538.5,63584.1
1726769700,63584.1,63726.1,63477.6,63588
1726770600,63588,63762.7,63556.2,63686.4
1726771500,63686.4,63687.8,63470.7,63612.2
1726772400,63612.2,63620.6,63390,63399.9
1726773300,63399.9,63487.5,63212.5,63302.8
1726774200,63302.8,63495.8,63223,63442.8
1726775100,63442.8,63525.5,63171.3,63228.9
1726776000,63228.9,63239.5,63122.4,63181.2
1726776900,63181.2,63229.6,63146.8,63192.8
1726777800,63192.8,63217.3,63118.6,63118.6
1726778700,63118.6,63179.3,62982.3,63009.8
1726779600,63009.8,63146.2,62919.8,63094.7
1726780500,63094.7,63094.7,62948.3,62948.3
1726781400,62948.3,63101.7,62887.2,62921.9
1726782300,62921.9,63006.9,62862.9,62865.7
1726783200,62865.7,62895.3,62726.7,62813.2
1726784100,62813.2,62878.4,62636.5,62708.9
1726785000,62708.9,63084.7,62663.2,62888
1726785900,62888,62999.9,62858.7,62929.4
1726786800,62929.4,63053.3,62900,63004.1
1726787700,63004.1,63058.4,62943.8,63001.5
1726788600,63001.5,63037.8,62962.1,62978.5
1726789500,62978.5,63012.2,62900,62941.9
1726790400,62941.9,63005,62814.4,62883.9
1726791300,62883.9,62902.5,62761.5,62776.5
1726792200,62776.5,62857.2,62651.1,62851.4
1726793100,62851.4,62930,62745.9,62750.6
1726794000,62750.6,62779.1,62600.2,62701.1
1726794900,62701.1,62844.5,62678.4,62827.7
1726795800,62827.7,62997.6,62827.7,62946.9
1726796700,62946.9,63151.8,62946.7,63025.2
1726797600,63025.2,63109.7,62941.1,62943.2
1726798500,62943.2,62992.8,62804.8,62916.5
1726799400,62916.5,63020.8,62898.4,62932
1726800300,62932,63114.9,62842,63108.9
1726801200,63108.9,63320.1,63065.7,63160.2
1726802100,63160.2,63356.9,63131.4,63256.7
1726803000,63256.7,63355.4,63249.5,63351.9
1726803900,63351.9,63743.5,63351.9,63733
1726804800,63733,64129.9,63648.7,63926.9
1726805700,63926.9,64061,63706.2,63841.9
1726806600,63841.9,63979.4,63687.3,63884.6
1726807500,63884.6,63933,63718.7,63815.1
1726808400,63815.1,63900.6,63740,63829.2
1726809300,63829.2,64009.5,63764.8,63772.2
1726810200,63772.2,63865.2,63665.9,63673
1726811100,63673,63786.2,63575.2,63784.7
1726812000,63784.7,63896.8,63651.2,63667.4
1726812900,63667.4,63757.5,63609.8,63670.3
1726813800,63670.3,63817.6,63630.6,63726.9
1726814700,63726.9,63822.1,63669.1,63770.4
1726815600,63770.4,63770.4,63581.8,63639.6
1726816500,63639.6,63639.6,63392.8,63425.1
1726817400,63425.1,63532.1,63373.9,63490.5
1726818300,63490.5,63630.1,63462.4,63501.1
1726819200,63501.1,63512.3,63367.4,63388.5
1726820100,63388.5,63482.2,63220.1,63220.9
1726821000,63220.9,63287.1,63085.8,63251.7
1726821900,63251.7,63339.5,63251.6,63278.8
1726822800,63278.8,63388.1,63243.1,63370.5
1726823700,63370.5,63471.5,63370.5,63441.9
1726824600,63441.9,63533.2,63425.6,63495.8
1726825500,63495.8,63517,63430.2,63450.8
1726826400,63450.8,63531.6,63422.8,63435.3
1726827300,63435.3,63494.7,63435.3,63453.1
1726828200,63453.1,63647,63329.9,63634.3
1726829100,63634.3,63648.5,63520.5,63648.5
1726830000,63648.5,63684.6,63541.7,63547.2
1726830900,63547.2,63661,63457.2,63462.7
1726831800,63462.7,63494.2,63340,63344.5
1726832700,63344.5,63447.8,63328.8,63424.3
1726833600,63424.3,63533.2,63313.7,63408.6
1726834500,63408.6,63503.5,63330,63450.6
1726835400,63450.6,63503.2,63336.9,63474.7
1726836300,63474.7,63477,63352.8,63408
1726837200,63408,63440.4,62888.1,62892.5
1726838100,62892.5,63033.6,62763.9,62905.1
1726839000,62905.1,63012.3,62670.1,62728
1726839900,62728,62960.9,62716.7,62831.3
1726840800,62831.3,62946.7,62551.6,62606.8
1726841700,62606.8,63257.4,62580.9,63209.3
1726842600,63209.3,63491.2,63052,63257.2
1726843500,63257.2,63394,62968.6,63015.6
1726844400,63015.6,63075.4,62675.1,62914.5
1726845300,62914.5,63004,62759.8,62882.9
1726846200,62882.9,63273,62841.9,63257.3
1726847100,63257.3,63331.1,63119,63133.9
1726848000,63133.9,63268.6,63083.2,63107.4
1726848900,63107.4,63112.4,62905.2,62979.2
1726849800,62979.2,62979.2,62800.3,62903
1726850700,62903,63026.5,62847,62857.1
1726851600,62857.1,62960.1,62780.8,62936.5
1726852500,62936.5,62973.7,62712.7,62720.4
1726853400,62720.4,62791.9,62691.2,62731
1726854300,62731,62770.4,62606.6,62684.2
1726855200,62684.2,62737.8,62336.6,62473.6
1726856100,62473.6,62624.2,62473.6,62612.9
