time,open,high,low,close
1661126400,21502,21933.5,19517,19551.5
1661731200,19551.5,20561.5,19530,19995.5
1662336000,19995.5,21865,18525,21818.5
1662940800,21818.5,22846.5,19327.5,19404
1663545600,19404,20085.5,18132.5,18804
1664150400,18804,20366.5,18473.5,19050.5
1664755200,19050.5,20446.5,18955,19430.5
1665360000,19430.5,19946,18033.5,19254.5
1665964800,19254.5,19700,18650,19560.5
1666569600,19560.5,21053,19152,20614
1667174400,20614,21463,20033.5,20892.5
1667779200,20892.5,21052,15463,16322
1668384000,16322,17188,15810,16274
1668988800,16274,16800,15450.5,16421.5
1669593600,16421.5,17298.5,15992,17100.5
1670198400,17100.5,17413.5,16683.5,17080.5
1670803200,17080.5,18397,16520.5,16730.5
1671408000,16730.5,17040,16250.5,16829
1672012800,16829,16964,16334.5,16612
1672617600,16612,17179.5,16545,17122.5
1673222400,17122.5,21475,17095.5,20882
1673827200,20882,23382,20393,22701
1674432000,22701,23958,22311,23744
1675036800,23744,24279.5,22487,22927
1675641600,22927,23446.5,21409.7,21772.4
1676246400,21772.4,25270,21302.4,24275.7
1676851200,24275.7,25350,22710.5,23545.2
1677456000,23545.2,23998.9,21786.9,22419.4
1678060800,22419.4,22590,19548.5,21983.9
1678665600,21983.9,28384.7,21804.5,27955.8
1679270400,27955.8,28877.4,26588.5,27954.2
1679875200,27954.2,29185.3,26491.2,28161.3
1680480000,28161.3,28771.9,27169.9,28309.3
1681084800,28309.3,31020,28157,30290.3
1681689600,30290.3,30478,27120,27575.9
1682294400,27575.9,30064.3,26932,29215.9
1682899200,29215.9,29839.9,27652,28417.1
1683504000,28417.1,28616.1,25768.1,26904.1
1684108800,26904.1,27648,26340.1,26732.9
1684713600,26732.9,28233.9,25852.6,28055.7
1685318400,28055.7,28438.8,26483.5,27105.7
1685923200,27105.7,27383.7,25317.4,25910.1
1686528000,25910.1,26903.2,24778.4,26329.7
1687132800,26329.7,31474,26240.1,30458.1
1687737600,30458.1,31293.8,29500.1,30614
1688342400,30614,31540.8,29678.1,30145.5
1688947200,30145.5,31836,29885,30216.8
1689552000,30216.8,30405,29506.1,30070.8
1690156800,30070.8,30087,28830,29271
1690761600,29271,30029.9,28560,29075.9
1691366400,29075.9,30240,28688,29293.3
1691971200,29293.3,29680.9,24267.4,26176
1692576000,26176,26805.3,25304.2,26087.7
1693180800,26087.7,28150,25316.5,25962
1693785600,25962,26434.7,25350,25828.5
1694390400,25828.5,26886.6,24889.6,26514.2
1694995200,26514.2,27485.5,26084.1,26232.7
1695600000,26232.7,28300,25976.3,27981.3
1696204800,27981.3,28587.2,27144.3,27901.2
1696809600,27901.2,27975.9,26525,27139.9
1697414400,27139.9,30756.8,27095.4,29981.5
1698019200,29981.5,35949.6,29869.4,34528.6
1698624000,34528.6,35998.9,34037.5,35031.2
1699228800,35031.2,38126.9,34526.1,37091.6
1699833600,37091.6,38005,34700,37375.8
1700438400,37375.8,38425.8,35610,37437.9
1701043200,37437.9,40384.7,36692.5,39979.7
1701648000,39979.7,44779.3,39974.5,43810.1
1702252800,43810.1,43829.9,40231,41398.6
1702857600,41398.6,44500,40561.8,43008.4
1703462400,43008.4,43850.8,41289,42314
1704067200,42314,45940.3,40343.7,43907.8
1704672000,43907.8,49011.2,41390,41739.5
1705276800,41739.5,43580,40310,41580
1705881600,41580,42836.4,38554.4,42021.3
1706486400,42021.3,43877.4,41784.3,42570.4
1707091200,42570.4,48590,42240,48301
1707696000,48301,52856.3,47711,52175.9
1708300800,52175.9,53081.4,50532.5,51765
1708905600,51765,64310.5,50935.8,63170.7
1709510400,63170.7,70308.6,59144.9,69006.9
1710115200,69006.9,73877.5,64576,68447.9
1710720000,68447.9,69013.6,60818.6,67263.9
1711324800,67263.9,71839.3,66430,71362.9
1711929600,71362.9,71363,64500.1,69362.7
1712534400,69362.7,72885,59975.7,65615.9
1713139200,65615.9,66836.3,59572,64912.6
1713744000,64912.6,67224.4,62345.6,63088.1
1714348800,63088.1,64700,56540,63984
1714953600,63984,65497.8,60147.5,61451
1715558400,61451,67741.9,60750,66239.5
1716163200,66239.5,72072.7,66010,68528
1716768000,68528,70750,66711.7,67805.9
1717372800,67805.9,72088.5,67650,69661.6
1717977600,69661.6,70220.9,65055.6,66653.6
1718582400,66653.6,67280.6,63155.1,63184.9
1719187200,63184.9,63349.6,58273.2,62764.9
1719792000,62764.9,63849.9,53377.4,55830.7
1720396800,55830.7,61406.9,54254.2,60771.2
1721001600,60771.2,68359.8,60629.5,68145.3
1721606400,68145.3,69386.9,63450.4,68219.6
1722211200,68219.6,70063,57103.5,58141.8
1722816000,58141.8,62744.1,48958.8,58698.8
1723420800,58698.8,61767,56016.2,58399.9
1724025600,58399.9,65073.2,57790,64201.2
1724630400,64201.2,64459,57152.7,57279.3
1725235200,57279.3,59799.7,52516.5,54846.9
1725840000,54846.9,60599.9,54561.8,59104.2
1726444800,59104.2,64129.9,57480,63560.5
1727049600,63560.5,66431.1,62537.8,65573.1
1727654400,65573.1,65599.6,59832.9,62796.5
1728259200,62796.5,64443.7,58914.8,62850.9
1728864000,62850.9,69419.8,62432.5,69030
1729468800,69030,69559.8,68967.3,69362.4
