timestamp,open,high,low,close,volume
2022-01-01 04:00:00+00:00,46819.58,47574.72,46643.77,47245.75,17.773714
2022-01-01 08:00:00+00:00,47188.44,47334.0,46728.66,46789.92,9.202029
2022-01-01 12:00:00+00:00,46779.56,47473.86,46776.14,47222.79,6.959589
2022-01-01 16:00:00+00:00,47253.1,47939.39,47212.63,47355.71,24.654279
2022-01-01 20:00:00+00:00,47353.33,47808.93,47233.56,47737.6,17.035442
2022-01-02 00:00:00+00:00,47716.44,47745.98,47283.22,47331.28,14.803092
2022-01-02 04:00:00+00:00,47345.81,47377.52,46775.69,47131.28,18.910461
2022-01-02 08:00:00+00:00,47149.55,47477.92,46980.86,47228.35,6.490848
2022-01-02 12:00:00+00:00,47225.43,47445.82,47025.3,47335.57,9.425587
2022-01-02 16:00:00+00:00,47351.43,47975.79,46675.97,46920.0,27.215205
2022-01-02 20:00:00+00:00,46909.33,47467.82,46822.03,47339.15,9.231821
2022-01-03 00:00:00+00:00,47300.67,47300.67,46737.51,46796.0,17.144817
2022-01-03 04:00:00+00:00,46791.87,47192.97,46759.01,47059.96,14.273075
2022-01-03 08:00:00+00:00,47070.88,47460.56,46785.0,47415.64,10.50055
2022-01-03 12:00:00+00:00,47411.36,47573.7,46600.0,46680.61,30.762889
2022-01-03 16:00:00+00:00,46671.15,46773.67,46282.24,46368.67,35.526118
2022-01-03 20:00:00+00:00,46368.67,46563.64,45688.53,46438.64,26.145414
2022-01-04 00:00:00+00:00,46494.93,46516.59,45944.16,46319.87,10.781566
2022-01-04 04:00:00+00:00,46298.49,46567.13,46029.97,46490.79,6.424733
2022-01-04 08:00:00+00:00,46547.69,46748.77,46285.84,46698.29,10.433481
2022-01-04 12:00:00+00:00,46739.41,47535.3,46439.12,46890.02,24.669896
2022-01-04 16:00:00+00:00,46904.45,46942.02,45518.0,46040.05,37.03973
2022-01-04 20:00:00+00:00,46033.07,46413.16,45763.21,45849.98,9.05744
2022-01-05 00:00:00+00:00,45838.76,46543.55,45723.78,46429.01,14.163407
2022-01-05 04:00:00+00:00,46438.76,46514.41,46245.2,46397.36,5.204832
2022-01-05 08:00:00+00:00,46419.9,47056.53,46120.37,46264.62,15.996503
2022-01-05 12:00:00+00:00,46266.52,46823.46,45891.0,46615.55,32.374022
2022-01-05 16:00:00+00:00,46635.34,46663.8,44492.12,44667.37,98.839939
2022-01-05 20:00:00+00:00,44670.53,44823.86,42504.51,43438.22,116.35675
2022-01-06 00:00:00+00:00,43438.22,43769.41,42827.69,42827.69,33.879166
2022-01-06 04:00:00+00:00,42902.1,43263.06,42609.14,43237.26,24.956252
2022-01-06 08:00:00+00:00,43259.1,43259.1,42416.13,42865.49,34.86271
2022-01-06 12:00:00+00:00,42867.52,43223.43,42641.88,42965.4,28.252213
2022-01-06 16:00:00+00:00,42954.65,43508.47,42734.33,43508.47,14.6697
2022-01-06 20:00:00+00:00,43453.25,43581.5,43012.6,43142.34,11.596321
2022-01-07 00:00:00+00:00,43100.84,43145.95,41581.99,41800.13,50.298833
2022-01-07 04:00:00+00:00,41781.19,41939.73,40982.83,41712.64,65.87025
2022-01-07 08:00:00+00:00,41686.4,42812.87,41630.51,42232.68,40.340809
2022-01-07 12:00:00+00:00,42278.35,42748.42,40595.47,41357.23,80.071216
2022-01-07 16:00:00+00:00,41322.79,42309.29,40917.01,41753.17,76.382069
2022-01-07 20:00:00+00:00,41811.76,42044.44,41343.01,41544.89,12.403293
2022-01-08 00:00:00+00:00,41625.05,42234.87,41574.02,41847.23,13.962468
2022-01-08 04:00:00+00:00,41813.06,42003.24,41763.62,41877.37,3.722429
2022-01-08 08:00:00+00:00,41953.26,42199.05,41775.61,41936.91,16.839122
2022-01-08 12:00:00+00:00,41932.7,42044.44,41395.9,41610.62,34.417348
2022-01-08 16:00:00+00:00,41616.5,41724.13,40502.75,40802.0,74.394267
2022-01-08 20:00:00+00:00,40871.32,42318.07,40726.98,41691.66,37.362512
2022-01-09 00:00:00+00:00,41696.34,42158.68,41390.54,41824.26,20.888845
2022-01-09 04:00:00+00:00,41859.64,42081.85,41691.66,41815.85,13.586846
2022-01-09 08:00:00+00:00,41793.08,41979.91,41424.97,41829.88,3.174507
2022-01-09 12:00:00+00:00,41818.77,41884.26,41221.57,41618.31,15.587137
2022-01-09 16:00:00+00:00,41644.9,42734.58,41569.99,42675.56,46.324336
2022-01-09 20:00:00+00:00,42721.16,42784.53,41783.59,41874.55,15.495301
2022-01-10 00:00:00+00:00,41842.71,42034.42,41600.0,41971.97,21.833136
2022-01-10 04:00:00+00:00,41991.87,42225.13,41816.27,42023.67,11.655605
2022-01-10 08:00:00+00:00,42055.25,42099.8,41452.7,41574.64,13.015469
2022-01-10 12:00:00+00:00,41562.86,41598.39,39653.48,40980.45,135.126317
2022-01-10 16:00:00+00:00,40980.45,42115.6,40588.45,41286.51,92.001287
2022-01-10 20:00:00+00:00,41311.66,41978.28,41169.31,41816.54,18.901653
2022-01-11 00:00:00+00:00,41840.61,42391.15,41546.91,42265.64,22.941042
2022-01-11 04:00:00+00:00,42280.12,42351.45,41981.03,42216.12,15.76904
2022-01-11 08:00:00+00:00,42249.27,42634.26,41592.28,41817.13,32.300031
2022-01-11 12:00:00+00:00,41806.19,42180.56,41271.84,41766.59,40.75441
2022-01-11 16:00:00+00:00,41717.91,43096.78,41712.74,42981.78,81.090036
2022-01-11 20:00:00+00:00,42987.73,43104.42,42615.37,42745.68,18.92628
2022-01-12 00:00:00+00:00,42742.1,42961.13,42439.0,42604.57,20.543282
2022-01-12 04:00:00+00:00,42607.79,42855.99,42465.0,42566.01,10.465398
2022-01-12 08:00:00+00:00,42551.23,43425.87,42551.23,42892.69,22.275609
2022-01-12 12:00:00+00:00,42904.74,44097.55,42880.28,43562.44,58.130678
2022-01-12 16:00:00+00:00,43569.21,43873.09,43326.71,43716.19,21.377442
2022-01-12 20:00:00+00:00,43741.43,44306.78,43641.39,43904.77,33.679294
2022-01-13 00:00:00+00:00,43930.4,44043.4,43424.73,43499.23,37.198396
2022-01-13 04:00:00+00:00,43523.74,43785.24,43523.74,43713.75,15.238285
2022-01-13 08:00:00+00:00,43701.12,44016.94,43505.44,43639.01,17.395289
2022-01-13 12:00:00+00:00,43612.49,44422.59,42876.26,43216.64,66.955107
2022-01-13 16:00:00+00:00,43216.6,43457.67,42539.05,42699.69,40.874185
2022-01-13 20:00:00+00:00,42678.6,42895.06,42322.19,42543.91,41.880321
2022-01-14 00:00:00+00:00,42585.13,42780.42,42379.68,42659.64,14.709274
2022-01-14 04:00:00+00:00,42659.65,42965.43,42606.27,42608.43,11.740515
2022-01-14 08:00:00+00:00,42626.34,42684.34,41830.23,42017.84,35.152917
2022-01-14 12:00:00+00:00,41998.05,43342.01,41770.37,43107.95,47.775561
2022-01-14 16:00:00+00:00,43115.64,43411.31,42770.56,43091.54,27.264429
2022-01-14 20:00:00+00:00,43105.17,43441.29,43012.18,43075.54,16.543279
2022-01-15 00:00:00+00:00,43062.89,43164.6,42874.57,42936.3,24.980227
2022-01-15 04:00:00+00:00,42929.42,43087.65,42736.49,43036.74,25.241683
2022-01-15 08:00:00+00:00,43107.17,43280.46,42896.88,43020.36,32.693328
2022-01-15 12:00:00+00:00,43030.78,43405.44,42565.65,43399.62,15.949704
2022-01-15 16:00:00+00:00,43405.4,43561.03,43248.95,43509.09,14.904028
2022-01-15 20:00:00+00:00,43550.1,43789.47,43075.87,43075.87,17.883098
2022-01-16 00:00:00+00:00,43082.67,43136.7,42850.01,43035.49,20.051767
2022-01-16 04:00:00+00:00,42984.61,43251.26,42870.27,43220.93,26.986392
2022-01-16 08:00:00+00:00,43220.93,43305.43,42769.66,42986.13,93.037946
2022-01-16 12:00:00+00:00,42993.5,43416.07,42606.27,43221.98,25.121918
2022-01-16 16:00:00+00:00,43236.6,43478.57,42806.2,42827.7,13.63114
2022-01-16 20:00:00+00:00,42823.93,43267.49,42754.83,43070.22,9.95394
2022-01-17 00:00:00+00:00,43087.26,43173.19,42639.88,42639.88,13.294026
2022-01-17 04:00:00+00:00,42631.57,42961.13,42345.12,42662.33,21.20601
2022-01-17 08:00:00+00:00,42670.32,42895.06,42581.09,42682.42,4.401356
2022-01-17 12:00:00+00:00,42671.37,42768.89,42386.1,42475.1,9.726516
2022-01-17 16:00:00+00:00,42493.89,42537.48,41846.35,42271.08,33.247694
2022-01-17 20:00:00+00:00,42293.25,42377.71,41553.63,42205.13,27.667153
2022-01-18 00:00:00+00:00,42214.43,42433.02,41981.03,42037.06,14.877661
2022-01-18 04:00:00+00:00,42042.33,42332.0,41900.0,42076.31,16.090431
2022-01-18 08:00:00+00:00,42046.51,42046.51,41466.8,41871.85,29.26237
2022-01-18 12:00:00+00:00,41884.51,41940.57,41276.22,41546.24,30.666092
2022-01-18 16:00:00+00:00,41603.03,41775.47,41389.14,41692.16,17.623625
2022-01-18 20:00:00+00:00,41703.02,42681.88,41514.43,42361.58,23.465873
2022-01-19 00:00:00+00:00,42364.8,42503.43,41596.08,41763.19,34.738143
2022-01-19 04:00:00+00:00,41726.82,41843.44,41162.41,41269.08,31.96206
2022-01-19 08:00:00+00:00,41252.12,42158.35,41151.51,42045.33,43.976444
2022-01-19 12:00:00+00:00,42030.69,42561.91,41838.38,41992.17,48.893666
2022-01-19 16:00:00+00:00,41976.27,42353.17,41694.5,41883.36,49.722214
2022-01-19 20:00:00+00:00,41843.93,41981.74,41555.55,41660.51,13.402091
2022-01-20 00:00:00+00:00,41664.64,42065.7,41646.8,41947.03,11.482902
