timestamp,open,high,low,close,volume
2022-01-01 02:00:00+00:00,46816.14,46938.1,46740.58,46776.1,6.090024
2022-01-01 03:00:00+00:00,46814.71,46900.32,46781.77,46822.16,3.047667
2022-01-01 04:00:00+00:00,46819.58,46888.32,46643.77,46730.0,2.195577
2022-01-01 05:00:00+00:00,46691.49,47574.72,46667.27,47224.86,8.897991
2022-01-01 06:00:00+00:00,47220.12,47312.13,46960.24,46960.24,2.980001
2022-01-01 07:00:00+00:00,46990.59,47245.75,46907.86,47245.75,3.700145
2022-01-01 08:00:00+00:00,47188.44,47334.0,47098.88,47139.91,1.143709
2022-01-01 09:00:00+00:00,47141.92,47142.39,46950.47,47117.5,1.315933
2022-01-01 10:00:00+00:00,47157.87,47280.92,46728.66,46960.6,5.594814
2022-01-01 11:00:00+00:00,46861.16,46998.69,46775.69,46789.92,1.147573
2022-01-01 12:00:00+00:00,46779.56,47137.97,46776.14,47090.06,0.895922
2022-01-01 13:00:00+00:00,47110.35,47192.97,46978.8,47017.68,2.088049
2022-01-01 14:00:00+00:00,47041.58,47094.93,46850.59,46912.97,1.309986
2022-01-01 15:00:00+00:00,46905.61,47473.86,46905.61,47222.79,2.665632
2022-01-01 16:00:00+00:00,47253.1,47519.04,47237.85,47271.24,3.405626
2022-01-01 17:00:00+00:00,47284.46,47939.39,47212.63,47774.4,8.528686
2022-01-01 18:00:00+00:00,47752.48,47807.33,47392.36,47619.75,6.99955
2022-01-01 19:00:00+00:00,47566.38,47613.82,47296.61,47355.71,5.720417
2022-01-01 20:00:00+00:00,47353.33,47555.55,47261.37,47429.17,4.39937
2022-01-01 21:00:00+00:00,47413.73,47541.83,47289.74,47289.74,6.344088
2022-01-01 22:00:00+00:00,47364.92,47508.06,47233.56,47409.32,2.275469
2022-01-01 23:00:00+00:00,47388.06,47808.93,47275.3,47737.6,4.016515
2022-01-02 00:00:00+00:00,47716.44,47745.98,47384.26,47637.68,7.55367
2022-01-02 01:00:00+00:00,47628.0,47631.22,47319.19,47367.18,2.567965
2022-01-02 02:00:00+00:00,47378.31,47444.44,47283.22,47389.35,1.882604
2022-01-02 03:00:00+00:00,47361.28,47460.33,47300.83,47331.28,2.798853
2022-01-02 04:00:00+00:00,47345.81,47377.52,46775.69,46909.25,9.933915
2022-01-02 05:00:00+00:00,46900.42,47067.79,46839.41,47067.79,4.788549
2022-01-02 06:00:00+00:00,47076.04,47259.01,47015.27,47142.99,2.533965
2022-01-02 07:00:00+00:00,47111.11,47291.26,47098.78,47131.28,1.654032
2022-01-02 08:00:00+00:00,47149.55,47237.28,46980.86,47229.09,0.985276
2022-01-02 09:00:00+00:00,47201.03,47477.92,47175.91,47271.17,3.690584
2022-01-02 10:00:00+00:00,47285.22,47337.86,47152.65,47180.98,1.332524
2022-01-02 11:00:00+00:00,47180.98,47380.0,47173.8,47228.35,0.482464
2022-01-02 12:00:00+00:00,47225.43,47445.82,47025.3,47292.69,5.273861
2022-01-02 13:00:00+00:00,47267.12,47274.23,47098.88,47191.4,0.686919
2022-01-02 14:00:00+00:00,47139.0,47191.76,47027.61,47129.35,0.254762
2022-01-02 15:00:00+00:00,47093.72,47383.21,47093.72,47335.57,3.210045
2022-01-02 16:00:00+00:00,47351.43,47888.88,47301.56,47790.6,5.570105
2022-01-02 17:00:00+00:00,47808.3,47975.79,47335.71,47414.43,7.728491
2022-01-02 18:00:00+00:00,47369.94,47381.82,46675.97,47065.44,11.462146
2022-01-02 19:00:00+00:00,47031.04,47201.35,46855.29,46920.0,2.454463
2022-01-02 20:00:00+00:00,46909.33,47046.84,46822.03,47019.89,1.132627
2022-01-02 21:00:00+00:00,46993.95,47166.66,46921.53,47015.3,2.205496
2022-01-02 22:00:00+00:00,47037.58,47396.1,47034.61,47232.43,1.156235
2022-01-02 23:00:00+00:00,47277.85,47467.82,47265.59,47339.15,4.737463
2022-01-03 00:00:00+00:00,47300.67,47300.67,47064.48,47064.48,2.174384
2022-01-03 01:00:00+00:00,47055.55,47133.44,46961.26,47099.73,4.252957
